,Time,mV,ppb
2710,03/07/24:13:41:28,301.392,542
2711,03/07/24:13:41:29,301.435,542
2712,03/07/24:13:41:30,301.405,542
2713,03/07/24:13:41:31,301.404,542
2714,03/07/24:13:41:32,301.387,542
2715,03/07/24:13:41:33,301.408,542
2716,03/07/24:13:41:34,301.418,542
2717,03/07/24:13:41:35,301.422,542
2718,03/07/24:13:41:36,301.368,542
2719,03/07/24:13:41:37,301.31,542
2720,03/07/24:13:41:38,301.359,542
2721,03/07/24:13:41:39,301.394,542
2722,03/07/24:13:41:40,301.478,542
2723,03/07/24:13:41:41,301.482,542
2724,03/07/24:13:41:42,301.493,542
2725,03/07/24:13:41:43,301.514,543
2726,03/07/24:13:41:44,301.484,542
2727,03/07/24:13:41:45,301.54,543
2728,03/07/24:13:41:46,301.543,543
2729,03/07/24:13:41:47,301.543,543
2730,03/07/24:13:41:49,301.549,543
2731,03/07/24:13:41:50,301.546,543
2732,03/07/24:13:41:51,301.579,543
2733,03/07/24:13:41:52,301.565,543
2734,03/07/24:13:41:53,301.595,543
2735,03/07/24:13:41:54,301.627,543
2736,03/07/24:13:41:55,301.62,543
2737,03/07/24:13:41:56,301.632,543
2738,03/07/24:13:41:57,301.654,543
2739,03/07/24:13:41:58,301.672,543
2740,03/07/24:13:41:59,301.665,543
2741,03/07/24:13:42:00,301.711,543
2742,03/07/24:13:42:01,301.69,543
2743,03/07/24:13:42:02,301.682,543
2744,03/07/24:13:42:03,301.681,543
2745,03/07/24:13:42:04,301.677,543
2746,03/07/24:13:42:05,301.704,543
2747,03/07/24:13:42:06,301.719,543
2748,03/07/24:13:42:07,301.761,543
2749,03/07/24:13:42:08,301.795,543
2750,03/07/24:13:42:09,301.793,543
2751,03/07/24:13:42:10,301.797,543
2752,03/07/24:13:42:11,301.811,543
2753,03/07/24:13:42:12,301.856,543
2754,03/07/24:13:42:13,301.845,543
2755,03/07/24:13:42:14,301.814,543
2756,03/07/24:13:42:15,301.83,543
2757,03/07/24:13:42:16,301.815,543
2758,03/07/24:13:42:17,301.822,543
2759,03/07/24:13:42:18,301.827,543
2760,03/07/24:13:42:19,301.846,543
2761,03/07/24:13:42:21,301.879,543
2762,03/07/24:13:42:22,301.885,543
2763,03/07/24:13:42:23,301.893,543
2764,03/07/24:13:42:24,301.912,543
2765,03/07/24:13:42:25,301.871,543
2766,03/07/24:13:42:26,301.89,543
2767,03/07/24:13:42:27,301.841,543
2768,03/07/24:13:42:28,301.811,543
2769,03/07/24:13:42:29,301.877,543
2770,03/07/24:13:42:30,301.895,543
2771,03/07/24:13:42:31,301.879,543
2772,03/07/24:13:42:32,301.9,543
2773,03/07/24:13:42:33,301.901,543
2774,03/07/24:13:42:34,301.895,543
2775,03/07/24:13:42:35,301.907,543
2776,03/07/24:13:42:36,301.895,543
2777,03/07/24:13:42:37,301.867,543
2778,03/07/24:13:42:38,301.909,543
2779,03/07/24:13:42:39,301.939,543
2780,03/07/24:13:42:40,301.934,543
2781,03/07/24:13:42:41,301.925,543
2782,03/07/24:13:42:42,301.96,543
2783,03/07/24:13:42:43,301.977,543
2784,03/07/24:13:42:44,301.971,543
2785,03/07/24:13:42:45,302.017,544
2786,03/07/24:13:42:46,302.057,544
2787,03/07/24:13:42:47,302.046,544
2788,03/07/24:13:42:48,302.044,544
2789,03/07/24:13:42:49,302.041,544
2790,03/07/24:13:42:50,302.064,544
2791,03/07/24:13:42:52,302.064,544
2792,03/07/24:13:42:53,302.089,544
2793,03/07/24:13:42:54,302.114,544
2794,03/07/24:13:42:55,302.103,544
2795,03/07/24:13:42:56,302.109,544
2796,03/07/24:13:42:57,302.124,544
2797,03/07/24:13:42:58,302.158,544
2798,03/07/24:13:42:59,302.15,544
2799,03/07/24:13:43:00,302.199,544
2800,03/07/24:13:43:01,302.221,544
2801,03/07/24:13:43:02,302.216,544
2802,03/07/24:13:43:03,302.278,544
2803,03/07/24:13:43:04,302.264,544
2804,03/07/24:13:43:05,302.251,544
2805,03/07/24:13:43:06,302.284,544
2806,03/07/24:13:43:07,302.284,544
2807,03/07/24:13:43:08,302.335,544
2808,03/07/24:13:43:09,302.357,544
2809,03/07/24:13:43:10,302.37,544
2810,03/07/24:13:43:11,302.388,544
2811,03/07/24:13:43:12,302.421,544
2812,03/07/24:13:43:13,302.398,544
2813,03/07/24:13:43:14,302.409,544
2814,03/07/24:13:43:15,302.398,544
2815,03/07/24:13:43:16,302.392,544
2816,03/07/24:13:43:17,302.452,544
2817,03/07/24:13:43:18,302.412,544
2818,03/07/24:13:43:19,302.436,544
2819,03/07/24:13:43:20,302.489,544
2820,03/07/24:13:43:21,302.508,545
2821,03/07/24:13:43:23,302.457,544
2822,03/07/24:13:43:24,302.595,545
2823,03/07/24:13:43:25,302.62,545
2824,03/07/24:13:43:26,302.558,545
2825,03/07/24:13:43:27,302.506,545
2826,03/07/24:13:43:28,302.465,544
2827,03/07/24:13:43:29,302.716,545
2828,03/07/24:13:43:30,302.912,545
2829,03/07/24:13:43:31,302.955,545
2830,03/07/24:13:43:32,302.926,545
2831,03/07/24:13:43:33,302.825,545
2832,03/07/24:13:43:34,302.707,545
2833,03/07/24:13:43:35,302.624,545
2834,03/07/24:13:43:36,302.548,545
2835,03/07/24:13:43:37,302.493,544
2836,03/07/24:13:43:38,302.48,544
2837,03/07/24:13:43:39,302.504,545
2838,03/07/24:13:43:40,302.734,545
2839,03/07/24:13:43:41,302.947,545
2840,03/07/24:13:43:42,303.004,546
2841,03/07/24:13:43:43,303.056,546
2842,03/07/24:13:43:44,303.066,546
2843,03/07/24:13:43:45,303.034,546
2844,03/07/24:13:43:46,303.029,546
2845,03/07/24:13:43:47,303.028,546
2846,03/07/24:13:43:48,303.049,546
2847,03/07/24:13:43:49,303.035,546
2848,03/07/24:13:43:50,303.034,546
2849,03/07/24:13:43:51,303.014,546
2850,03/07/24:13:43:52,303.01,546
2851,03/07/24:13:43:53,303.008,546
2852,03/07/24:13:43:55,303.021,546
2853,03/07/24:13:43:56,303.031,546
2854,03/07/24:13:43:57,303.067,546
2855,03/07/24:13:43:58,303.077,546
2856,03/07/24:13:43:59,303.122,546
2857,03/07/24:13:44:00,303.153,546
2858,03/07/24:13:44:01,303.168,546
2859,03/07/24:13:44:02,303.196,546
2860,03/07/24:13:44:03,303.215,546
2861,03/07/24:13:44:04,303.199,546
2862,03/07/24:13:44:05,303.201,546
2863,03/07/24:13:44:06,303.205,546
2864,03/07/24:13:44:07,303.217,546
2865,03/07/24:13:44:08,303.226,546
2866,03/07/24:13:44:09,303.245,546
2867,03/07/24:13:44:10,303.266,546
2868,03/07/24:13:44:11,303.299,546
2869,03/07/24:13:44:12,303.332,546
2870,03/07/24:13:44:13,303.335,546
2871,03/07/24:13:44:14,303.321,546
2872,03/07/24:13:44:15,303.32,546
2873,03/07/24:13:44:16,303.328,546
2874,03/07/24:13:44:17,303.318,546
2875,03/07/24:13:44:18,303.32,546
2876,03/07/24:13:44:19,303.344,546
2877,03/07/24:13:44:20,303.351,546
2878,03/07/24:13:44:21,303.374,546
2879,03/07/24:13:44:22,303.373,546
2880,03/07/24:13:44:24,303.369,546
2881,03/07/24:13:44:25,303.301,546
2882,03/07/24:13:44:26,303.256,546
2883,03/07/24:13:44:27,303.196,546
2884,03/07/24:13:44:28,303.156,546
2885,03/07/24:13:44:29,303.108,546
2886,03/07/24:13:44:30,303.088,546
2887,03/07/24:13:44:31,303.123,546
2888,03/07/24:13:44:32,303.441,546
2889,03/07/24:13:44:33,303.451,546
2890,03/07/24:13:44:34,303.349,546
2891,03/07/24:13:44:35,303.297,546
2892,03/07/24:13:44:36,303.238,546
2893,03/07/24:13:44:37,303.199,546
2894,03/07/24:13:44:38,303.173,546
2895,03/07/24:13:44:39,303.42,546
2896,03/07/24:13:44:40,303.62,547
2897,03/07/24:13:44:41,303.595,547
2898,03/07/24:13:44:42,303.474,546
2899,03/07/24:13:44:43,303.391,546
2900,03/07/24:13:44:44,303.334,546
2901,03/07/24:13:44:45,303.277,546
2902,03/07/24:13:44:46,303.247,546
2903,03/07/24:13:44:47,303.265,546
2904,03/07/24:13:44:48,303.538,547
2905,03/07/24:13:44:49,303.486,546
2906,03/07/24:13:44:50,303.396,546
2907,03/07/24:13:44:51,303.317,546
2908,03/07/24:13:44:52,303.283,546
2909,03/07/24:13:44:54,303.303,546
2910,03/07/24:13:44:55,303.501,547
2911,03/07/24:13:44:56,303.408,546
2912,03/07/24:13:44:57,303.333,546
2913,03/07/24:13:44:58,303.303,546
2914,03/07/24:13:44:59,303.542,547
2915,03/07/24:13:45:00,303.589,547
2916,03/07/24:13:45:01,303.488,546
2917,03/07/24:13:45:02,303.405,546
2918,03/07/24:13:45:03,303.353,546
2919,03/07/24:13:45:04,303.307,546
2920,03/07/24:13:45:05,303.479,546
2921,03/07/24:13:45:06,303.569,547
2922,03/07/24:13:45:07,303.504,547
2923,03/07/24:13:45:08,303.473,546
2924,03/07/24:13:45:09,303.516,547
2925,03/07/24:13:45:10,303.654,547
2926,03/07/24:13:45:11,303.575,547
2927,03/07/24:13:45:12,303.531,547
2928,03/07/24:13:45:13,303.526,547
2929,03/07/24:13:45:14,303.726,547
2930,03/07/24:13:45:15,303.707,547
2931,03/07/24:13:45:16,303.632,547
2932,03/07/24:13:45:17,303.575,547
2933,03/07/24:13:45:18,303.657,547
2934,03/07/24:13:45:19,303.663,547
2935,03/07/24:13:45:20,303.578,547
2936,03/07/24:13:45:21,303.561,547
2937,03/07/24:13:45:22,303.713,547
2938,03/07/24:13:45:23,303.655,547
2939,03/07/24:13:45:24,303.619,547
2940,03/07/24:13:45:26,303.713,547
2941,03/07/24:13:45:27,303.697,547
2942,03/07/24:13:45:28,303.636,547
2943,03/07/24:13:45:29,303.673,547
2944,03/07/24:13:45:30,303.774,547
2945,03/07/24:13:45:31,303.709,547
2946,03/07/24:13:45:32,303.678,547
2947,03/07/24:13:45:33,303.798,547
2948,03/07/24:13:45:34,303.753,547
2949,03/07/24:13:45:35,303.731,547
2950,03/07/24:13:45:36,303.859,547
2951,03/07/24:13:45:37,303.824,547
2952,03/07/24:13:45:38,303.911,547
2953,03/07/24:13:45:39,303.936,547
2954,03/07/24:13:45:40,303.859,547
2955,03/07/24:13:45:41,303.93,547
2956,03/07/24:13:45:42,303.933,547
2957,03/07/24:13:45:43,303.879,547
2958,03/07/24:13:45:44,303.892,547
2959,03/07/24:13:45:45,303.955,547
2960,03/07/24:13:45:46,303.901,547
2961,03/07/24:13:45:47,303.924,547
2962,03/07/24:13:45:48,303.952,547
2963,03/07/24:13:45:49,303.905,547
2964,03/07/24:13:45:50,303.939,547
2965,03/07/24:13:45:51,303.999,547
2966,03/07/24:13:45:52,303.942,547
2967,03/07/24:13:45:53,303.982,547
2968,03/07/24:13:45:54,303.962,547
2969,03/07/24:13:45:55,303.894,547
2970,03/07/24:13:45:56,303.923,547
2971,03/07/24:13:45:58,303.94,547
2972,03/07/24:13:45:59,303.897,547
2973,03/07/24:13:46:00,303.976,547
2974,03/07/24:13:46:01,303.979,547
2975,03/07/24:13:46:02,303.945,547
2976,03/07/24:13:46:03,304.094,548
2977,03/07/24:13:46:04,304.031,548
2978,03/07/24:13:46:05,303.979,547
2979,03/07/24:13:46:06,304.128,548
2980,03/07/24:13:46:07,304.078,548
2981,03/07/24:13:46:08,304.099,548
2982,03/07/24:13:46:09,304.142,548
2983,03/07/24:13:46:10,304.084,548
2984,03/07/24:13:46:11,304.172,548
2985,03/07/24:13:46:12,304.129,548
2986,03/07/24:13:46:13,304.078,548
2987,03/07/24:13:46:14,304.161,548
2988,03/07/24:13:46:15,304.121,548
2989,03/07/24:13:46:16,304.146,548
2990,03/07/24:13:46:17,304.242,548
2991,03/07/24:13:46:18,304.193,548
2992,03/07/24:13:46:19,304.223,548
2993,03/07/24:13:46:20,304.265,548
2994,03/07/24:13:46:21,304.236,548
2995,03/07/24:13:46:22,304.313,548
2996,03/07/24:13:46:23,304.301,548
2997,03/07/24:13:46:24,304.248,548
2998,03/07/24:13:46:26,304.363,548
2999,03/07/24:13:46:27,304.322,548
3000,03/07/24:13:46:28,304.524,549
3001,03/07/24:13:46:29,306.613,553
3002,03/07/24:13:46:30,307.272,554
3003,03/07/24:13:46:31,307.189,554
3004,03/07/24:13:46:32,306.889,553
3005,03/07/24:13:46:33,306.703,553
3006,03/07/24:13:46:34,306.589,553
3007,03/07/24:13:46:35,306.377,552
3008,03/07/24:13:46:36,306.302,552
3009,03/07/24:13:46:37,306.137,552
3010,03/07/24:13:46:38,305.95,551
3011,03/07/24:13:46:39,305.803,551
3012,03/07/24:13:46:40,305.505,551
3013,03/07/24:13:46:41,305.277,550
3014,03/07/24:13:46:42,305.02,550
3015,03/07/24:13:46:43,304.698,549
3016,03/07/24:13:46:44,304.499,548
3017,03/07/24:13:46:45,304.177,548
3018,03/07/24:13:46:46,303.841,547
3019,03/07/24:13:46:47,303.645,547
3020,03/07/24:13:46:49,303.366,546
3021,03/07/24:13:46:50,303.098,546
3022,03/07/24:13:46:51,302.918,545
3023,03/07/24:13:46:52,302.62,545
3024,03/07/24:13:46:53,302.359,544
3025,03/07/24:13:46:54,302.225,544
3026,03/07/24:13:46:55,301.957,543
3027,03/07/24:13:46:56,301.727,543
3028,03/07/24:13:46:57,301.587,543
3029,03/07/24:13:46:58,301.324,542
3030,03/07/24:13:46:59,301.169,542
3031,03/07/24:13:47:00,301.002,542
3032,03/07/24:13:47:01,300.76,541
3033,03/07/24:13:47:02,300.661,541
3034,03/07/24:13:47:03,300.551,541
3035,03/07/24:13:47:04,300.357,540
3036,03/07/24:13:47:05,300.303,540
3037,03/07/24:13:47:06,300.135,540
3038,03/07/24:13:47:07,299.968,539
3039,03/07/24:13:47:08,299.926,539
3040,03/07/24:13:47:09,299.78,539
3041,03/07/24:13:47:11,299.602,539
3042,03/07/24:13:47:12,299.576,539
3043,03/07/24:13:47:13,299.454,538
3044,03/07/24:13:47:14,299.318,538
3045,03/07/24:13:47:15,299.341,538
3046,03/07/24:13:47:16,299.206,538
3047,03/07/24:13:47:17,299.092,538
3048,03/07/24:13:47:18,299.102,538
3049,03/07/24:13:47:19,298.963,537
3050,03/07/24:13:47:20,298.85,537
3051,03/07/24:13:47:21,298.873,537
3052,03/07/24:13:47:22,298.755,537
3053,03/07/24:13:47:23,298.629,537
3054,03/07/24:13:47:24,298.652,537
3055,03/07/24:13:47:25,298.518,537
3056,03/07/24:13:47:26,298.417,536
3057,03/07/24:13:47:27,298.439,536
3058,03/07/24:13:47:28,298.294,536
3059,03/07/24:13:47:29,298.157,536
3060,03/07/24:13:47:30,298.188,536
3061,03/07/24:13:47:31,298.055,536
3062,03/07/24:13:47:33,297.972,535
3063,03/07/24:13:47:34,297.972,535
3064,03/07/24:13:47:35,297.876,535
3065,03/07/24:13:47:36,297.799,535
3066,03/07/24:13:47:37,297.823,535
3067,03/07/24:13:47:38,297.71,535
3068,03/07/24:13:47:39,297.594,535
3069,03/07/24:13:47:40,297.61,535
3070,03/07/24:13:47:41,297.496,534
3071,03/07/24:13:47:42,297.42,534
3072,03/07/24:13:47:43,297.437,534
3073,03/07/24:13:47:44,297.335,534
3074,03/07/24:13:47:45,297.274,534
3075,03/07/24:13:47:46,297.242,534
3076,03/07/24:13:47:47,297.143,534
3077,03/07/24:13:47:48,297.148,534
3078,03/07/24:13:47:49,297.114,534
3079,03/07/24:13:47:50,297.026,534
3080,03/07/24:13:47:51,297.082,534
3081,03/07/24:13:47:52,297.017,534
3082,03/07/24:13:47:53,296.916,533
3083,03/07/24:13:47:55,296.932,533
3084,03/07/24:13:47:56,296.807,533
3085,03/07/24:13:47:57,296.732,533
3086,03/07/24:13:47:58,296.806,533
3087,03/07/24:13:47:59,296.72,533
3088,03/07/24:13:48:00,296.63,533
3089,03/07/24:13:48:01,296.696,533
3090,03/07/24:13:48:02,296.588,533
3091,03/07/24:13:48:03,296.545,533
3092,03/07/24:13:48:04,296.586,533
3093,03/07/24:13:48:05,296.519,533
3094,03/07/24:13:48:06,296.513,533
3095,03/07/24:13:48:07,296.502,533
3096,03/07/24:13:48:08,296.445,532
3097,03/07/24:13:48:09,296.532,533
3098,03/07/24:13:48:10,296.47,532
3099,03/07/24:13:48:11,296.394,532
3100,03/07/24:13:48:12,296.463,532
3101,03/07/24:13:48:13,296.419,532
